koi_period,koi_duration,koi_depth,koi_prad,koi_impact,koi_model_snr,koi_teq,koi_insol,koi_steff,koi_slogg,koi_srad,koi_disposition,kepid
42.049523793,2.1372,607.9,1.19,0.23,5.1,303.0,2.0,4281.0,4.761,0.48,CANDIDATE,4762283
6.60180003,2.624,213.4,1.25,0.204,8.1,875.0,138.25,5591.0,4.559,0.86,CANDIDATE,3849187
3.19938075,1.761,76.1,0.62,0.268,9.8,1026.0,262.08,5483.0,4.632,0.702,CANDIDATE,2976017
3.04185157,1.434,69.0,0.71,0.176,11.1,1184.0,465.54,5802.0,4.537,0.857,CANDIDATE,6786224
1.89873195,1.382,78.0,0.93,0.197,10.2,1524.0,1279.95,5942.0,4.439,1.05,CANDIDATE,11072016
11.39110963,2.749,593.4,1.9,0.569,12.1,632.0,37.65,4999.0,4.587,0.76,CANDIDATE,3245969
7.13044117,2.566,31.9,1.18,0.068,10.5,1400.0,908.79,6312.0,3.964,2.074,CANDIDATE,7902003
18.0939004,3.294,467.3,1.91,0.445,11.6,665.0,46.21,5904.0,4.543,0.867,CANDIDATE,11905409
34.9524256,1.717,677.0,21.74,1.225,15.8,429.0,8.02,4921.0,4.591,0.779,CANDIDATE,9571186
15.1516409,5.105,191.5,1.38,0.173,11.4,736.0,69.25,5780.0,4.438,1.0,CANDIDATE,5612697
7.4213444,2.361,315.9,1.73,0.1732,8.7,953.0,195.23,6032.0,4.485,0.973,CANDIDATE,8973285
17.7412303,4.816,144.7,1.14,0.065,9.2,684.0,51.69,5817.0,4.491,0.956,CANDIDATE,3758922
2.63527677,1.997,70.4,0.76,0.646,10.7,1136.0,394.32,5215.0,4.496,0.864,CANDIDATE,8360041
147.388124,8.781,909.2,3.03,0.005,15.8,356.0,3.78,6046.0,4.478,1.007,CANDIDATE,9782748
4.11497357,3.025,154.1,1.17,0.396,9.7,1137.0,395.27,6011.0,4.507,0.927,CANDIDATE,2860656
7.5019743,2.582,248.0,1.19,0.442,9.1,709.0,59.73,4807.0,4.546,0.758,CANDIDATE,7094944
29.1206519,2.89,415.5,1.6,0.195,9.7,528.0,18.43,5671.0,4.582,0.788,CANDIDATE,6425597
6.91261536,2.359,34.4,0.64,0.656,12.0,981.0,218.66,5761.0,4.383,1.044,CANDIDATE,10917433
25.8616058,7.78,123.0,1.12,0.855,8.5,613.0,33.37,6067.0,4.524,0.884,CANDIDATE,5091479
18.9060921,4.125,375.6,0.87,0.004,11.9,336.0,3.03,3751.0,4.813,0.45,CANDIDATE,8874090
25.6970688,3.739,835.0,3.83,0.943,6.4,658.0,44.24,6020.0,4.403,1.057,CANDIDATE,8331612
6.07855,3.408,102.7,1.14,0.3408,10.4,1115.0,365.15,6119.0,4.346,1.114,CANDIDATE,8328916
2.131660527,1.8585,32.2,0.56,0.036,15.7,1438.0,1010.45,5849.0,4.426,0.997,CANDIDATE,10155029
5.75902182,2.687,70.8,0.91,0.329,9.9,1112.0,362.12,6247.0,4.433,1.066,CANDIDATE,11618569
0.903763067,0.562,267.5,1.08,0.0938,12.6,1254.0,585.15,4430.0,4.616,0.651,CANDIDATE,11973517
5.66494448,4.173,46.0,0.78,0.4638,11.4,1134.0,390.59,5888.0,4.269,1.13,CANDIDATE,7345248
85.0624157,4.6964,41901.0,21.26,0.819,495.3,355.0,3.74,5223.0,4.52,0.875,CANDIDATE,6690171
14.3196417,3.781,215.5,2.06,0.533,12.5,850.0,123.37,5562.0,4.151,1.373,CANDIDATE,5193659
5.2736268,5.291,86.1,0.89,0.595,8.7,1014.0,249.68,5851.0,4.515,0.918,CANDIDATE,6220312
24.5041103,6.065,119.5,1.03,0.178,11.3,574.0,25.59,5250.0,4.404,0.962,CANDIDATE,6358937
9.97202023,1.425,329.7,1.26,0.401,8.6,627.0,36.53,4810.0,4.584,0.696,CANDIDATE,7771181
40.3511707,3.97,533.5,1.88,0.079,11.3,479.0,12.46,5665.0,4.568,0.82,CANDIDATE,4366323
72.9332762,3.829,770.4,2.45,0.106,11.3,389.0,5.44,5316.0,4.47,0.902,CANDIDATE,2853029
12.6878176,4.262,293.0,2.16,0.921,13.5,851.0,123.89,6258.0,4.442,1.046,CANDIDATE,6955671
483.36405,15.61,285.4,1.27,0.614,8.3,202.0,0.39,5700.0,4.626,0.718,CANDIDATE,5097856
12.0729757,3.783,99.5,1.69,0.312,9.7,969.0,208.13,5436.0,3.993,1.707,CANDIDATE,8278073
82.401274,6.48,430.7,2.21,0.703,10.1,421.0,7.42,5886.0,4.472,1.0,CANDIDATE,10810859
11.91256675,6.126,123.1,2.61,0.174,27.8,1242.0,562.27,6337.0,3.893,2.335,CANDIDATE,7017274
4.08197713,2.943,26.2,0.6,0.328,9.3,1372.0,836.88,6538.0,4.339,1.156,CANDIDATE,6767227
0.912179022,1.332,144.6,0.65,0.038,10.3,1025.0,260.05,3880.0,4.722,0.555,CANDIDATE,2986833
76.87935893,2.3819,21272.0,7.71,0.864,131.0,202.0,0.4,3638.0,4.828,0.436,CANDIDATE,11853130
13.0151826,3.613,331.6,1.36,0.852,11.9,556.0,22.6,4794.0,4.622,0.643,CANDIDATE,9345933
2.87998334,1.658,116.5,0.85,0.22,9.9,1024.0,260.79,4951.0,4.523,0.806,CANDIDATE,11338056
21.08678557,0.978,499.6,2.08,0.702,11.0,651.0,42.44,6084.0,4.542,0.863,CANDIDATE,10676750
5.19206571,3.716,66.6,0.99,0.847,10.5,1170.0,442.55,6322.0,4.426,1.075,CANDIDATE,9581589
449.01499,12.58,94.2,1.04,0.2182,8.5,258.0,1.04,6031.0,4.368,1.068,CANDIDATE,11804437
17.4532945,4.027,79.3,0.76,0.357,12.0,639.0,39.42,5528.0,4.499,0.853,CANDIDATE,8280511
6.70242786,1.221,65.3,1.82,0.369,8.8,1367.0,827.56,5466.0,3.735,2.224,CANDIDATE,4813793
7.79534033,3.406,102.1,1.07,0.282,10.2,985.0,222.52,6156.0,4.443,1.05,CANDIDATE,7266212
2.40174996,1.413,254.4,0.65,0.47,13.2,621.0,35.1,3606.0,4.855,0.399,CANDIDATE,9419020
115.238544,7.653,516.7,3.17,0.965,10.6,372.0,4.52,5589.0,4.384,1.037,CANDIDATE,4270799
21.7434141,8.143,154.8,2.23,0.906,15.8,799.0,96.15,5767.0,4.082,1.497,CANDIDATE,8811490
5.6795377,3.757,52.0,1.16,0.196,12.5,1420.0,961.1,6514.0,4.09,1.585,CANDIDATE,8094120
9.33955596,2.058,245.1,2.67,0.985,10.1,882.0,143.02,5516.0,4.308,1.101,CANDIDATE,9935642
7.41834569,2.462,234.0,1.12,0.049,11.2,800.0,96.9,5549.0,4.6,0.732,CANDIDATE,7285757
92.461135,14.344,122.4,2.86,0.083,20.7,564.0,23.91,5132.0,3.675,2.648,CANDIDATE,4262040
9.2294726,2.446,199.3,0.82,0.076,7.5,601.0,30.83,4781.0,4.679,0.596,CANDIDATE,4840672
18.3721835,3.738,152.5,1.12,0.78,9.5,657.0,43.96,5937.0,4.558,0.83,CANDIDATE,7287677
17.99562529,0.871,1068.0,28.98,1.2379,12.1,701.0,57.21,5999.0,4.494,0.959,CANDIDATE,7692248
63.095068,9.485,496.8,11.67,1.05,11.4,573.0,25.4,6622.0,4.331,1.325,CANDIDATE,6691169
21.7203362,4.252,87.8,0.8,0.311,12.0,594.0,29.45,5528.0,4.499,0.853,CANDIDATE,8280511
1.97650073,1.788,112.5,0.97,0.055,10.4,1394.0,892.9,5792.0,4.514,0.923,CANDIDATE,6520519
3.79892774,4.112,47.0,1.46,0.13,8.3,1869.0,2888.6,6831.0,3.971,2.106,CANDIDATE,9459162
14.7401061,5.637,238.0,1.48,0.116,10.3,750.0,74.65,5999.0,4.494,0.959,CANDIDATE,9969287
4.7309013,2.889,228.5,1.39,0.362,11.6,1065.0,303.67,5941.0,4.519,0.911,CANDIDATE,10747501
21.3761817,8.543,104.0,1.08,0.017,12.1,717.0,62.37,5984.0,4.322,1.052,CANDIDATE,10586744
6.58753699,2.043,232.1,1.51,0.132,8.2,992.0,228.36,6014.0,4.486,0.993,CANDIDATE,11970050
36.721576,7.758,538.2,1.93,0.097,10.2,498.0,14.51,5662.0,4.56,0.84,CANDIDATE,5308296
96.81647,10.227,164.7,3.19,0.034,25.9,655.0,43.39,6404.0,3.793,2.467,CANDIDATE,3122872
3.51413723,3.919,32.7,0.69,0.9353,11.2,1267.0,609.04,6201.0,4.472,0.989,CANDIDATE,9702945
4.96504981,2.212,50.7,1.51,0.655,8.7,1403.0,917.99,5339.0,3.823,2.011,CANDIDATE,11401253
1.141148847,1.629,73.1,1.67,0.062,12.7,2248.0,6008.73,5438.0,3.916,1.989,CANDIDATE,10549902
12.460565,3.903,143.9,1.1,0.015,10.2,726.0,65.72,5435.0,4.453,0.933,CANDIDATE,12416597
19.5945772,6.77,129.3,1.18,0.389,8.8,724.0,64.98,6118.0,4.416,1.023,CANDIDATE,11135694
409.87844,10.58,647.1,2.72,0.177,8.7,264.0,1.15,6167.0,4.444,1.064,CANDIDATE,10065053
7.08757462,3.342,187.0,1.28,0.371,11.0,955.0,197.02,6060.0,4.509,0.925,CANDIDATE,10291589
3.74318005,1.111,237.5,1.75,0.952,10.5,999.0,235.28,5207.0,4.516,0.851,CANDIDATE,10118266
5.4169303,7.512,109.5,8.17,1.055,11.3,1173.0,447.24,6355.0,4.41,1.108,CANDIDATE,5695615
31.1920226,2.849,447.8,1.65,0.11,11.6,521.0,17.43,5675.0,4.554,0.777,CANDIDATE,5651846
7.630545,3.63,364.9,2.26,0.021,11.3,1087.0,330.02,6407.0,4.358,1.179,CANDIDATE,12401132
6.6716723,2.693,154.4,1.27,0.167,10.3,1024.0,259.72,6086.0,4.435,1.021,CANDIDATE,6424561
409.38645,13.78,531.5,1.78,0.0706,10.3,197.0,0.35,4955.0,4.517,0.799,CANDIDATE,10000162
17.7662938,3.079,181.1,1.54,0.909,10.1,670.0,47.74,5724.0,4.495,0.946,CANDIDATE,7949593
11.56722589,2.507,373.7,1.29,0.242,11.5,568.0,24.64,4597.0,4.59,0.691,CANDIDATE,7098255
631.56889,14.37,789.0,3.13,0.636,20.7,237.0,0.75,6382.0,4.432,1.059,CANDIDATE,4670361
4.31724247,4.126,59.0,1.01,0.252,11.3,1332.0,743.6,5992.0,4.195,1.31,CANDIDATE,10584140
3.74099144,5.428,34.3,1.85,0.222,12.3,1733.0,2129.07,5110.0,3.611,3.231,CANDIDATE,8233326
302.779824,16.847,270.9,1.31,0.001,12.3,246.0,0.87,5734.0,4.572,0.797,CANDIDATE,4940203
94.094392,10.833,46.6,0.9,0.32,10.6,486.0,13.14,6099.0,4.193,1.308,CANDIDATE,6268648
25.3736543,2.619,372.9,1.88,0.265,10.6,653.0,42.92,6195.0,4.47,0.966,CANDIDATE,10935993
10.08535311,1.75,222.5,1.45,0.532,10.7,843.0,119.67,5947.0,4.487,0.945,CANDIDATE,5257082
10.2856373,3.043,134.9,1.24,0.378,10.4,864.0,131.91,5841.0,4.409,1.06,CANDIDATE,8628665
393.95608,13.89,482.2,2.27,0.614,10.3,263.0,1.14,6217.0,4.472,0.989,CANDIDATE,5881307
34.7496038,4.548,227.1,3.51,0.984,11.4,702.0,57.44,5849.0,4.076,1.601,CANDIDATE,4645174
227.83457,21.59,155.3,2.83,0.56,13.1,449.0,9.59,6004.0,3.814,2.193,CANDIDATE,6124137
24.352541,2.782,349.1,1.52,0.505,5.8,498.0,14.52,4891.0,4.516,0.805,CANDIDATE,11657614
382.30306,8.83,225.6,4.05,0.597,9.6,400.0,6.04,5993.0,3.733,2.59,CANDIDATE,5687986
58.1263775,4.018,271.5,1.32,0.016,13.8,404.0,6.28,5413.0,4.579,0.82,CANDIDATE,11125797
3.80675878,2.092,231.9,2.75,0.26,10.4,1574.0,1449.04,6068.0,4.04,1.797,CANDIDATE,6543893
34.1086562,6.405,133.8,1.95,0.318,11.7,739.0,70.4,6144.0,4.106,1.668,CANDIDATE,6705026
10.0100312,1.35,375.8,0.99,0.07,12.4,506.0,15.56,4338.0,4.731,0.508,CANDIDATE,5553959
12.67143692,2.498,215.8,0.76,0.047,13.7,404.0,6.31,3705.0,4.721,0.529,CANDIDATE,5384713
60.32668824,1.6864,3146.7,4.98,0.974,57.0,240.0,0.79,3705.0,4.721,0.529,CANDIDATE,5384713
2.63595435,1.309,93.7,0.5,0.005,9.2,682.0,51.07,3705.0,4.721,0.529,CANDIDATE,5384713
5.3360574,3.877,54.7,1.52,0.006,7.0,1667.0,1823.9,6742.0,3.925,2.032,CANDIDATE,6451368
10.54841329,1.872,102.9,3.89,1.017,11.7,899.0,154.84,6047.0,4.387,1.092,CANDIDATE,8644365
133.6348207,1.584,420.9,1.89,0.438,10.8,317.0,2.38,5202.0,4.434,0.918,CANDIDATE,5888187
32.510844,3.254,361.9,2.62,0.421,12.6,680.0,50.56,6074.0,4.244,1.358,CANDIDATE,3348216
10.90752977,2.764,186.0,1.58,0.147,11.8,955.0,196.51,6414.0,4.377,1.147,CANDIDATE,10793576
10.5226374,3.864,68.9,1.08,0.806,8.9,976.0,213.96,6327.0,4.327,1.175,CANDIDATE,7047922
494.485085,3.905,385.3,5.03,0.017,13.9,379.0,4.88,6303.0,3.774,2.553,CANDIDATE,5894182
14.0545718,4.066,274.3,1.45,0.121,11.6,711.0,60.49,5783.0,4.539,0.88,CANDIDATE,6947668
6.86674226,4.216,47.2,0.79,0.405,12.3,1018.0,254.1,5914.0,4.396,1.135,CANDIDATE,10290666
29.7681831,9.425,159.9,3.98,0.739,13.2,917.0,167.51,5640.0,3.679,2.916,CANDIDATE,3848966
36.7662364,3.305,579.5,1.28,0.164,12.6,336.0,3.02,4342.0,4.699,0.54,CANDIDATE,9452897
2.53742164,1.563,104.5,0.93,0.285,12.8,1220.0,525.68,5447.0,4.481,0.917,CANDIDATE,6209677
62.596544,11.477,223.1,2.25,0.246,15.5,559.0,23.01,5934.0,4.173,1.509,CANDIDATE,9664276
15.5764061,5.382,257.1,1.79,0.565,14.1,793.0,93.42,6214.0,4.442,1.076,CANDIDATE,7748487
10.00506974,3.481,143.3,1.11,0.148,11.4,849.0,122.48,5912.0,4.453,0.924,CANDIDATE,3219037
36.2580749,5.917,380.3,1.82,0.786,12.5,516.0,16.7,5818.0,4.554,0.848,CANDIDATE,5710069
12.4326997,7.81,240.3,1.88,0.212,11.5,839.0,117.17,5480.0,4.22,1.229,CANDIDATE,9967009
30.9902997,9.454,321.5,2.21,0.397,10.7,619.0,34.68,5480.0,4.22,1.229,CANDIDATE,9967009
35.8754482,3.972,366.7,2.35,0.026,12.6,668.0,47.15,6559.0,4.357,1.218,CANDIDATE,6200810
4.32710579,3.872,84.1,3.58,0.025,9.5,2004.0,3805.87,5745.0,3.499,3.955,CANDIDATE,3561464
60.532988,7.086,467.5,1.91,0.618,23.8,420.0,7.36,5631.0,4.557,0.847,CANDIDATE,4844470
15.0617835,6.31,196.6,1.61,0.114,12.1,794.0,94.08,5806.0,4.321,1.158,CANDIDATE,9995771
17.9559673,6.237,137.0,1.96,0.979,11.9,750.0,74.61,5641.0,4.258,1.195,CANDIDATE,9966219
2.69339974,1.936,147.5,1.04,0.279,8.7,1151.0,415.96,5355.0,4.511,0.863,CANDIDATE,6231721
10.43003118,2.029,120.0,1.14,0.283,10.6,906.0,159.58,6277.0,4.449,1.031,CANDIDATE,9536108
27.63714708,1.7277,735.5,6.96,0.669,27.4,816.0,104.6,5214.0,3.766,2.427,CANDIDATE,8905246
50.563697,5.381,50.5,1.57,0.779,6.8,761.0,79.36,6759.0,4.018,2.022,CANDIDATE,5460434
65.427645,9.404,319.0,1.65,0.004,15.6,453.0,9.94,6014.0,4.504,0.926,CANDIDATE,11922778
369.069345,5.832,945.9,3.07,0.929,11.7,197.0,0.35,4855.0,4.542,0.778,CANDIDATE,2975770
11.16622885,3.389,353.9,1.56,0.176,13.6,725.0,65.16,5552.0,4.562,0.836,CANDIDATE,7692093
23.1334494,3.602,456.3,2.55,0.954,21.6,638.0,39.2,5712.0,4.382,0.932,CANDIDATE,7772914
8.9539656,4.898,70.4,0.84,0.656,12.2,923.0,171.51,6168.0,4.452,0.947,CANDIDATE,3529290
13.7281373,5.304,106.6,1.06,0.748,15.4,800.0,97.06,6168.0,4.452,0.947,CANDIDATE,3529290
26.83771808,1.6162,8512.0,12.68,0.917,101.4,658.0,44.22,6194.0,4.445,1.069,CANDIDATE,6025124
3.53105835,1.778,310.8,10.61,1.213,11.7,558.0,22.83,3638.0,4.844,0.42,CANDIDATE,5531953
6.32589574,1.383,192.5,1.14,0.181,8.8,901.0,156.27,5749.0,4.568,0.818,CANDIDATE,6277410
11.9378354,4.652,246.0,1.15,0.036,9.6,671.0,47.91,5469.0,4.611,0.738,CANDIDATE,9843517
32.715906,10.79,135.7,3.68,0.25,13.1,902.0,156.74,5527.0,3.627,3.192,CANDIDATE,8812045
82.331756,8.664,283.2,2.08,0.027,11.9,474.0,11.96,5997.0,4.304,1.242,CANDIDATE,3101923
27.0965146,8.42,208.4,2.13,0.769,16.4,700.0,56.79,5775.0,4.193,1.352,CANDIDATE,5621333
11.5474983,6.684,115.5,1.48,0.495,12.3,930.0,176.97,5775.0,4.193,1.352,CANDIDATE,5621333
83.2664103,2.813,620.0,2.89,0.029,10.9,439.0,8.78,5538.0,4.266,1.18,CANDIDATE,3236705
11.8237228,8.518,212.7,1.25,0.698,14.2,703.0,57.62,5559.0,4.578,0.803,CANDIDATE,2849140
19.0689513,12.462,169.3,1.63,0.98,19.1,627.0,36.63,5418.0,4.436,0.889,CANDIDATE,8121328
6.2253374,4.388,108.6,1.92,0.692,11.8,1378.0,851.73,6263.0,4.024,1.726,CANDIDATE,6043538
12.5014905,3.882,220.1,2.24,0.43,10.8,952.0,194.3,5821.0,4.127,1.492,CANDIDATE,7289338
40.6511021,11.282,136.4,1.7,0.682,17.3,651.0,42.54,6297.0,4.26,1.369,CANDIDATE,5004909
89.945828,2.286,335.6,3.46,0.171,6.6,509.0,15.86,5115.0,3.819,1.924,CANDIDATE,6278670
40.1454757,5.2,310.8,13.01,0.491,5.2,1640.0,1708.38,7852.0,3.159,7.162,CANDIDATE,5898983
1.048130894,5.6707,191.8,4.52,0.216,5.2,3871.0,52952.95,7673.0,3.679,3.214,CANDIDATE,5617259
17.6062701,6.134,146.2,1.72,0.923,10.4,753.0,75.96,5808.0,4.326,1.159,CANDIDATE,9474756
20.0679247,5.236,482.2,2.25,0.849,13.8,662.0,45.49,5997.0,4.522,0.904,CANDIDATE,5308663
541.92452,21.4,1504.2,3.15,0.95,18.1,144.0,0.1,4378.0,4.64,0.614,CANDIDATE,6356400
58.7701045,6.995,224.4,1.57,0.551,13.2,508.0,15.78,6158.0,4.397,1.013,CANDIDATE,5900235
6.685438,5.09,89.2,1.25,0.853,9.7,1040.0,276.02,5808.0,4.326,1.159,CANDIDATE,9474756
8.5433774,6.149,75.1,1.58,0.748,10.3,1260.0,595.97,6602.0,4.108,1.685,CANDIDATE,7517261
11.7201693,2.399,154.4,1.34,0.292,7.5,870.0,135.43,6193.0,4.434,1.067,CANDIDATE,5877292
11.5706005,3.073,211.9,1.33,0.416,9.6,771.0,83.39,5718.0,4.479,0.9,CANDIDATE,9845909
16.2953228,4.882,229.1,1.6,0.587,12.9,773.0,84.23,6187.0,4.432,1.013,CANDIDATE,9221528
8.5073512,2.266,209.5,1.38,0.223,8.9,891.0,148.86,5914.0,4.483,0.955,CANDIDATE,6106046
15.8283833,3.643,227.5,1.8,0.623,9.8,758.0,78.2,5596.0,4.298,1.145,CANDIDATE,9230021
4.7482669,4.947,35.6,1.57,0.673,12.1,1690.0,1927.62,6056.0,3.797,2.481,CANDIDATE,6058816
10.10404351,1.0022,1322.4,4.05,0.951,39.5,752.0,75.32,5530.0,4.541,0.831,CANDIDATE,4263529
13.9248005,5.016,195.2,0.9,0.021,11.2,588.0,28.27,5271.0,4.669,0.648,CANDIDATE,7697103
19.6001405,8.613,282.0,2.08,0.971,19.7,676.0,49.23,6003.0,4.507,0.932,CANDIDATE,9267996
34.08429351,1.3521,3746.0,36.05,1.28,28.7,506.0,15.46,5252.0,4.428,0.922,CANDIDATE,7093401
202.1168173,4.683,2701.2,5.8,0.906,56.3,286.0,1.59,5536.0,4.498,0.917,CANDIDATE,4820550
10.72725536,1.7541,56197.0,12.85,1.056,160.5,307.0,2.1,3324.0,5.006,0.268,CANDIDATE,11547869
2.508116,2.504,188.1,12.28,0.472,18.3,3662.0,42618.46,5096.0,2.435,8.769,CANDIDATE,6525946
16.0988294,5.686,160.2,1.14,0.017,10.9,705.0,58.53,5657.0,4.401,0.911,CANDIDATE,9973109
247.891041,18.363,956.6,4.74,0.002,34.6,367.0,4.27,6121.0,4.163,1.536,CANDIDATE,5966810
1.99469354,5.297,75.1,0.46,0.643,8.9,758.0,78.2,3799.0,4.738,0.51,CANDIDATE,6863158
164.950399,30.86,24493.0,11.23,0.724,65.7,252.0,0.95,5001.0,4.603,0.664,CANDIDATE,8308347
0.582895412,1.0528,587.5,5.87,1.011,87.0,2347.0,7152.6,6263.0,4.46,1.009,CANDIDATE,10281221
0.496069986,1.5568,128.8,10.0,0.269,22.1,6285.0,369989.68,5096.0,2.435,8.769,CANDIDATE,6525946
5.24088367,3.3656,8531.2,12.74,0.65,385.7,1320.0,716.85,6452.0,4.241,1.305,CANDIDATE,7017372
6.13074243,2.84,146.1,1.26,0.9407,9.9,916.0,166.78,5741.0,4.556,0.833,CANDIDATE,3128552
5.44085762,2.119,137.5,0.97,0.735,9.3,892.0,149.44,5519.0,4.59,0.762,CANDIDATE,6887030
6.714247798,3.3304,32213.0,14.78,0.557,145.9,809.0,100.94,5159.0,4.508,0.8,CANDIDATE,8323764
2.60720833,2.6452,3149.7,7.31,0.644,185.3,1561.0,1403.43,6366.0,4.352,1.236,CANDIDATE,5008245
17.7476059,5.066,877.0,146.63,1.25,7.6,1998.0,3768.37,8992.0,3.535,4.832,CANDIDATE,4075067
2.18565886,1.966,35.6,0.44,0.394,11.1,1087.0,329.49,4997.0,4.598,0.746,CANDIDATE,12301181
3.52364689,3.439,74.2,0.94,0.004,8.5,1330.0,739.8,6269.0,4.412,1.085,CANDIDATE,6891124
4.78850084,2.099,66.5,0.63,0.343,7.2,889.0,147.95,5208.0,4.563,0.772,CANDIDATE,9489524
141.73403059,1.5851,7736.4,10.3,0.912,157.4,329.0,2.77,5606.0,4.478,0.918,CANDIDATE,7813039
433.220461,2.725,725.1,2.07,0.178,9.5,203.0,0.4,5232.0,4.519,0.777,CANDIDATE,6531617
18.2572722,3.434,157.5,0.94,0.412,17.3,547.0,21.16,5014.0,4.559,0.756,CANDIDATE,4164922
2.38920105,3.15,,,,,,752.42,,,,CANDIDATE,8365739
288.3128666,5.419,11181.0,13.21,0.525,96.8,300.0,1.93,5672.0,4.252,1.22,CANDIDATE,8827930
106.18732,10.29,266.1,231.85,0.027,8.6,2660.0,11829.18,3287.0,0.114,152.969,CANDIDATE,6790592
9.74765878,2.62,102.0,0.78,0.658,11.6,679.0,50.3,5176.0,4.612,0.738,CANDIDATE,6508221
309.89103,16.4,321.3,2.15,0.569,10.7,314.0,2.3,6450.0,4.386,1.155,CANDIDATE,6952971
1.803697292,1.5922,69.7,1.0,0.405,25.8,1783.0,2385.75,6438.0,4.33,1.166,CANDIDATE,4147444
1.013774136,1.2774,33878.0,18.59,1.161,166.8,827.0,110.51,3644.0,4.871,0.389,CANDIDATE,5769943
290.1401717,2.1583,4836.0,11.58,0.935,69.1,304.0,2.02,5631.0,4.212,1.263,CANDIDATE,4638237
1.72110057,1.922,29.7,0.7,0.767,9.3,1607.0,1575.2,5700.0,4.327,1.176,CANDIDATE,12154526
4.7425521,1.11,3583.0,7.27,0.851,10.9,1159.0,426.49,6161.0,4.454,1.053,CANDIDATE,6507433
47.1096306,5.741,752.2,78.98,1.23,35.1,751.0,75.4,5258.0,3.597,2.78,CANDIDATE,8765560
18.577903,20.11,99.8,1.36,0.105,6.6,879.0,140.97,6432.0,4.207,1.345,CANDIDATE,8780959
0.968026356,0.7143,212.7,1.78,0.055,32.6,2167.0,5205.91,6469.0,4.385,1.193,CANDIDATE,5008501
10.57910009,1.4553,329.3,2.03,0.404,17.9,929.0,175.79,6323.0,4.418,1.093,CANDIDATE,5184709
5.0263815,4.384,77.2,0.84,0.185,8.5,1065.0,305.12,5783.0,4.418,0.962,CANDIDATE,7778664
6.68231249,3.251,48.7,2.09,0.892,12.3,1350.0,784.74,5343.0,3.764,2.506,CANDIDATE,5211199
66.119119,3.086,862.0,3.0,0.256,9.8,452.0,9.89,5828.0,4.462,1.028,CANDIDATE,7834712
0.982090079,1.44892,5396.7,29.95,1.278,304.1,1568.0,1426.18,5472.0,4.573,0.742,CANDIDATE,9574614
0.66682654,0.7847,511.6,1.49,0.856,33.4,1183.0,461.55,3993.0,4.696,0.554,CANDIDATE,8189801
1.38680229,1.7065,242.3,29.33,1.115,84.4,2530.0,9703.01,6823.0,4.04,2.037,CANDIDATE,10028352
12.89623554,2.625,426.6,2.55,0.973,32.9,783.0,89.02,6072.0,4.51,0.923,CANDIDATE,10917681
2.52443998,2.369,45.8,1.53,0.232,10.6,2145.0,4998.98,6461.0,3.846,2.225,CANDIDATE,7134626
0.5374094,1.2039,94.2,0.96,0.17,21.9,2208.0,5646.82,5749.0,4.457,0.988,CANDIDATE,11246161
1.570592397,0.623,214.4,1.37,0.031,29.7,1480.0,1135.98,5519.0,4.431,0.921,CANDIDATE,10352333
6.422943288,1.0815,261.4,1.66,0.198,30.6,1034.0,269.8,6102.0,4.447,1.016,CANDIDATE,12253474
1.306984786,1.194,302.1,18.33,1.144,38.4,1754.0,2230.29,6102.0,4.457,1.026,CANDIDATE,3764879
3.11141514,3.074,28.4,0.7,0.46,8.3,1530.0,1296.58,6450.0,4.297,1.273,CANDIDATE,7601665
0.352515897,1.0525,168.2,1.0,0.26,38.0,2194.0,5534.14,5465.0,4.598,0.766,CANDIDATE,9149789
0.339069751,1.1516,53.2,2.09,0.958,38.2,3653.0,41863.05,5653.0,3.846,2.183,CANDIDATE,7051984
0.619023176,1.496,77.9,0.79,0.387,8.9,1885.0,2985.06,5395.0,4.536,0.891,CANDIDATE,7613620
120.00336404,3.3803,39596.0,15.08,0.78,131.1,240.0,0.78,4315.0,4.627,0.668,CANDIDATE,3345675
141.608555,7.685,1263.1,2.98,0.399,43.3,290.0,1.68,5083.0,4.512,0.844,CANDIDATE,4947556
3.6092231,2.8,52.4,0.68,0.364,4.4,1192.0,477.0,6032.0,4.508,0.929,CANDIDATE,7287028
11.4927112,7.764,291.5,25.01,1.212,18.7,858.0,127.97,6198.0,4.464,1.005,CANDIDATE,8376848
172.820248,7.343,549.3,2.22,0.249,10.6,338.0,3.08,6174.0,4.499,0.939,CANDIDATE,7300182
20.1890396,6.251,112.1,1.39,0.541,15.0,794.0,93.89,6178.0,4.269,1.267,CANDIDATE,9904006
7.3812344,2.802,104.5,1.0,0.687,8.6,944.0,187.24,6072.0,4.51,0.923,CANDIDATE,7366501
173.92851338,2.64,,,,,,,,,,CANDIDATE,7296438
305.0762469,6.255,4042.8,7.82,0.695,113.4,284.0,1.53,5716.0,4.348,1.155,CANDIDATE,9425139
3.76565247,1.557,92.4,0.87,0.535,9.1,1108.0,356.3,5815.0,4.54,0.877,CANDIDATE,7367164
10.5994606,9.484,128.8,1.28,0.671,11.2,896.0,152.67,6194.0,4.445,1.069,CANDIDATE,7671950
0.592243731,1.386,3992.4,6.77,0.986,303.8,1551.0,1361.22,4920.0,4.664,0.591,CANDIDATE,9084778
399.37587,21.25,552.2,3.93,0.556,11.9,326.0,2.66,6098.0,4.069,1.618,CANDIDATE,7747103
